0.0004	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0022822	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0028796	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0029529	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0029391	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0024078	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0024885	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0014214	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0018111	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0011161	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00063364	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0023161	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0012232	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00096994	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0012167	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0011043	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0014048	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0024288	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0012717	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00061392	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00096784	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.000524	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00067606	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00046672	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00099083	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0014122	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0011803	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00065119	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0023371	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0019374	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0033323	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00077333	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0033818	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0012446	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00087728	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0030435	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0010802	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0011491	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0009375	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0028819	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0018819	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0022015	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0021133	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0030559	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00093393	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0016281	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.003171	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0030827	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0017871	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00074123	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0029845	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0022632	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0027791	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0029239	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0033737	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0014348	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.003323	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0012079	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0015052	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0024953	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.002981	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0019677	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.00080246	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0032125	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0031058	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0023569	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0031864	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
0.0033972	0.0004	0.0008	0.001	0.0002	0.0003	0.0006	0.0001	0.0005	0.02	0.0003
