0.5	1	0	0.5
0.75568	0.74583	0.2261	0.39259
0.66231	0.59673	0.12567	0.29101
0.64763	0.2557	0.38174	0.035757
0.84181	0.41382	0.04071	0.026461
0.84622	0.69646	0.13896	0.34694
0.84924	0.61092	0.80606	0.0099525
0.76403	0.19317	0.28016	0.047869
0.52594	0.32928	0.2056	0.16742
0.99102	0.52789	0.5559	0.027264
0.59796	0.37858	0.91884	0.26738
0.74844	0.60985	0.44672	0.29333
0.71901	0.7089	0.053447	0.16272
0.60743	0.66801	0.58454	0.35847
0.63118	0.55407	0.57913	0.48633
0.84619	0.15377	0.37696	0.016656
0.94655	0.79711	0.2714	0.38215
0.52132	0.44987	0.52836	0.18631
0.99351	0.40609	0.86208	0.36899
0.56037	0.44521	0.72854	0.26109
0.96693	0.21286	0.87802	0.031195
0.93291	0.22852	0.18267	0.18254
0.96089	0.33028	0.62263	0.29075
0.94759	0.99741	0.0057915	0.84742
0.5045	0.96352	0.39577	0.22249
0.83734	0.2887	0.059337	0.17125
0.8381	0.77352	0.54984	0.40161
0.69811	0.85682	0.54533	0.78051
0.7692	0.48141	0.034861	0.23009
0.70981	0.48635	0.3382	0.037893
0.99583	0.35538	0.61348	0.081024
0.55219	0.71101	0.20947	0.63681
0.94547	0.91802	0.11905	0.77128
0.63263	0.79595	0.38596	0.64827
0.90257	0.60772	0.050869	0.27746
0.5535	0.41339	0.8881	0.079573
0.58695	0.1015	0.38633	0.0071365
0.66668	0.26285	0.6913	0.21053
0.95747	0.69449	0.62827	0.36609
0.76693	0.25287	0.1788	0.15935
0.76577	0.19386	0.49973	0.11451
0.55701	0.55932	0.46536	0.37523
0.96376	0.62182	0.38583	0.27674
0.50805	0.80934	0.24141	0.012186
0.75942	0.60684	0.45857	0.27003
0.76584	0.682	0.3872	0.13862
0.68995	0.84178	0.49716	0.33173
0.58151	0.85922	0.35921	0.29322
0.84256	0.52732	0.30511	0.1624
0.58269	0.83931	0.54724	0.2439
0.61852	0.20173	0.42208	0.066883
0.65838	0.93706	0.13482	0.64529
0.70681	0.78076	0.5656	0.12787
0.77091	0.403	0.56868	0.37231
0.8131	0.59997	0.36089	0.30593
0.97349	0.58992	0.41502	0.19484
0.70094	0.49727	0.57279	0.38333
0.6101	0.77158	0.24342	0.29919
0.78183	0.94967	0.0028345	0.52999
0.95089	0.90083	0.25514	0.0095985
0.52567	0.73483	0.42183	0.11633
0.98571	0.7597	0.47562	0.37123
0.8072	0.8514	0.39516	0.3207
0.64663	0.53837	0.34909	0.41043
0.6218	0.77769	0.24809	0.31876
0.88784	0.74096	0.055218	0.63846
0.90293	0.27933	0.55929	0.23568
0.51014	0.64027	0.040307	0.2008
0.57695	0.59774	0.14662	0.14373
0.71398	0.48244	0.51444	0.26729
0.8139	0.78737	0.2822	0.017937
0.60167	0.63395	0.5188	0.044963
0.57079	0.50535	0.73548	0.19654
0.50589	0.53461	0.33877	0.41828
0.66503	0.21669	0.80618	0.10638
0.77196	0.79095	0.21736	0.61826
0.69539	0.8168	0.49611	0.79327
0.62061	0.68039	0.060429	0.019831
0.85851	0.41506	0.22546	0.3401
0.74815	0.18641	0.64935	0.1086
0.91168	0.17637	0.037953	0.061558
0.81604	0.59708	0.55178	0.41226
0.65894	0.96344	0.052769	0.64075
0.51281	0.75388	0.26185	0.747
0.92561	0.71968	0.59687	0.67969
0.50117	0.7745	0.58477	0.48048
0.91462	0.78903	0.45367	0.35507
0.56603	0.31559	0.79584	0.0040015
0.6667	0.81316	0.39808	0.57992
0.51236	0.3882	0.77787	0.22039
0.99386	0.19651	0.90667	0.059277
0.70351	0.64305	0.63341	0.12986
0.66821	0.91667	0.41489	0.74901
0.63933	0.50631	0.87557	0.49198
0.91637	0.77388	0.27069	0.53947
0.93816	0.3596	0.94847	0.31678
0.89885	0.26668	0.14335	0.20722
0.72779	0.51228	0.50951	0.23701
0.6404	0.26788	0.095683	0.21474
0.5947	0.6399	0.056776	0.1513
0.5994	0.90255	0.17054	0.83439
0.87167	0.72485	0.52219	0.48716
0.67058	0.49001	0.087853	0.4823
0.71043	0.54296	0.11239	0.26683
0.63904	0.67081	0.70838	0.045462
0.79779	0.25437	0.72184	0.2336
0.63115	0.085925	0.45682	0.057002
0.71403	0.68959	0.39208	0.099474
0.79562	0.32664	0.0079605	0.0042595
0.59894	0.88303	0.32663	0.52979
0.93308	0.93874	0.015962	0.80838
0.62366	0.59966	0.16611	0.33243
0.83013	0.81315	0.34692	0.65111
0.7044	0.74332	0.23802	0.67204
0.72132	0.35994	0.36612	0.15028
0.61757	0.63771	0.72831	0.28267
0.61446	0.92339	0.22738	0.11935
0.69771	0.4059	0.19794	0.17001
0.54171	0.91455	0.49269	0.32711
0.74181	0.68744	0.55733	0.37541
0.65181	0.27302	0.56992	0.051885
0.70907	0.64189	0.26257	0.51715
0.59776	0.69974	0.52642	0.18763
0.98187	0.85319	0.42758	0.14351
0.58386	0.38692	0.35823	0.26953
0.9645	0.91292	0.3637	0.68537
0.55434	0.69726	0.38102	0.35292
0.99254	0.47392	0.55382	0.46211
0.98413	0.34048	0.92539	0.0061185
0.94588	0.54093	0.091125	0.46216
0.77673	0.58332	0.31554	0.33978
0.68265	0.49705	0.49141	0.46588
0.71789	0.87261	0.17397	0.60336
0.89593	0.52527	0.070625	0.033341
0.64888	0.19062	0.30233	0.034176
0.85577	0.251	0.43545	0.10376
0.60998	0.86035	0.43238	0.16493
0.81745	0.85969	0.064792	0.34092
0.60415	0.73605	0.31414	0.61423
0.71563	0.24104	0.2964	0.15577
0.55222	0.17786	0.26631	0.14661
0.50467	0.79897	0.31273	0.74523
0.60934	0.89701	0.2768	0.79574
0.88059	0.29513	0.96914	0.19362
0.60257	0.90281	0.018013	0.43777
0.56597	0.22384	0.14394	0.19812
0.84594	0.40369	0.80541	0.29699
0.69926	0.33661	0.0013795	0.020154
0.52777	0.72763	0.53121	0.41055
0.8272	0.32169	0.51645	0.24587
0.71715	0.74325	0.6714	0.29988
0.85848	0.29919	0.93917	0.18898
0.84899	0.61969	0.43623	0.22998
0.7481	0.55652	0.78667	0.15742
0.57701	0.65165	0.050346	0.075856
0.62447	0.91188	0.19116	0.30895
0.54633	0.71286	0.4464	0.090562
0.64656	0.61296	0.43595	0.22584
0.82906	0.51041	0.87013	0.058995
0.52806	0.83081	0.035934	0.073278
0.98632	0.40654	0.81913	0.19999
0.80559	0.26915	0.95708	0.21305
0.75762	0.66737	0.16747	0.58353
0.79485	0.77701	0.29793	0.76824
0.67723	0.35354	0.10051	0.34363
0.91888	0.98198	0.2941	0.40831
0.59156	0.92411	0.44387	0.42547
0.72161	0.69648	0.60563	0.053046
0.64869	0.99182	0.15703	0.18554
0.7006	0.91403	0.021743	0.15464
0.89352	0.3623	0.53317	0.2703
0.9128	0.5867	0.57915	0.37083
0.79276	0.67333	0.60853	0.15003
