0.5	1	0	0.5
0.79139	0.73811	0.34518	0.41218
0.72147	0.30022	0.17242	0.11627
0.72952	0.4289	0.48585	0.067324
0.69412	0.65835	0.48844	0.5489
0.78164	0.81603	0.42709	0.24603
0.50153	0.8122	0.59639	0.35264
0.97568	0.67944	0.1415	0.43289
0.74994	0.55271	0.15039	0.39555
0.52638	0.82544	0.35021	0.44114
0.87037	0.84328	0.026137	0.25719
0.92182	0.56694	0.28762	0.36885
0.99846	0.94081	0.30336	0.076574
0.8667	0.56481	0.25705	0.051835
0.68278	0.65688	0.055965	0.11621
0.9744	0.54917	0.36232	0.07274
0.88841	0.46335	0.74294	0.35075
0.56516	0.73718	0.62601	0.62219
0.53863	0.99177	0.1006	0.63384
0.79085	0.82216	0.56361	0.45497
0.98169	0.77777	0.011249	0.31029
0.57341	0.39932	0.83234	0.25862
0.64221	0.39314	0.39478	0.23089
0.8315	0.6093	0.0065467	0.60613
0.9663	0.27943	0.23122	0.20268
0.70864	0.65309	0.34861	0.31014
0.9103	0.32733	0.70641	0.046493
0.62471	0.057586	0.056698	0.047975
0.72993	0.88002	0.11847	0.48749
0.65537	0.84564	0.052647	0.24262
0.98839	0.69199	0.14815	0.44972
0.55632	0.45633	0.15615	0.42923
0.65614	0.90486	0.18661	0.71256
0.87959	0.5918	0.81311	0.063654
0.60941	0.52344	0.23704	0.099274
0.8235	0.67433	0.18562	0.25774
0.68758	0.76126	0.17209	0.34367
0.62602	0.9665	0.34942	0.08318
0.57272	0.45185	0.62945	0.14383
0.89067	0.52494	0.7801	0.11172
0.76143	0.56364	0.090484	0.046098
0.85134	0.97545	0.48822	0.044989
0.85116	0.75444	0.43049	0.3763
0.93373	0.55171	0.36564	0.43689
0.69169	0.90182	0.42856	0.58818
0.85132	0.55888	0.32418	0.16441
0.95334	0.23667	0.2445	0.026551
0.61409	0.91058	0.50336	0.80131
0.94198	0.81818	0.43014	0.59394
0.97544	0.42063	0.72519	0.39256
0.51124	0.82606	0.4071	0.5026
0.76235	0.46124	0.8755	0.31695
0.75898	0.44903	0.31658	0.18989
