0	0
0.1117	0.7766
0.058858	0.0068615
0.43194	0.14173
0.21107	0.21214
0.63825	0.35269
0.16454	0.75426
0.30468	0.27565
0.7364	0.1757
0.21905	0.28255
0.63023	0.33617
0.095535	0.030693
0.62329	0.0003685
0.46572	0.27737
0.50563	0.096505
0.62621	0.31252
0.29942	0.51783
0.047301	0.060905
0.51125	0.4229
0.17944	0.13014
0.058742	0.84669
0.21609	0.37108
0.31198	0.55594
0.14767	0.79945
0.56669	0.40903
0.25957	0.25843
0.16536	0.54323
0.31004	0.42883
0.32061	0.129
0.036069	0.39665
0.18806	0.64585
0.39637	0.14479
0.43021	0.48995
0.62843	0.13648
0.14743	0.7774
0.23055	0.41185
0.013341	0.099063
0.18366	0.14977
0.36488	0.22334
0.16286	0.40576
0.46696	0.22135
0.52232	0.085594
0.11817	0.30777
0.11533	0.74132
0.19086	0.12117
0.017569	0.49681
0.012557	0.42769
0.24233	0.36034
0.71194	0.078854
0.38653	0.25294
0.20231	0.52186
0.92444	0.035942
0.33567	0.14034
0.095728	0.69122
0.23374	0.60674
0.01234	0.93186
0.53088	0.11128
0.059784	0.62518
0.3836	0.59731
0.23237	0.75795
0.66453	0.082602
0.38985	0.14416
0.17512	0.10514
0.18028	0.52352
0.2019	0.62855
0.18517	0.74565
0.23182	0.36194
0.22882	0.76221
0.23319	0.22766
0.6439	0.26103
0.47113	0.52836
0.18672	0.52458
0.030239	0.57483
0.27585	0.075102
0.39303	0.47143
0.032988	0.63171
0.16168	0.0883
0.46859	0.40684
0.059102	0.79048
0.29453	0.19083
0.27971	0.027727
0.60301	0.23305
0.035656	0.015312
0.043592	0.93579
0.40153	0.39089
0.85082	0.021968
0.060806	0.82063
0.48534	0.32253
0.36531	0.20312
0.17252	0.35812
0.81848	0.14266
0.22643	0.15717
0.45434	0.47409
0.03754	0.049106
0.17297	0.67931
0.19303	0.38226
0.40996	0.29285
0.76508	0.1979
0.16807	0.65988
0.60622	0.0030715
0.5171	0.32833
0.044001	0.39873
0.39199	0.47476
0.19626	0.75802
0.051305	0.041734
0.5295	0.28972
0.20573	0.079764
0.22975	0.44763
0.019869	0.50784
0.47012	0.51301
0.34033	0.11732
0.21382	0.054697
0.29583	0.26606
0.060636	0.20154
0.64528	0.26267
0.25227	0.27974
0.091093	0.59787
0.21127	0.56982
0.56619	0.35149
0.38713	0.55126
0.212	0.46927
0.22888	0.76934
0.7802	0.0010705
0.49596	0.35815
0.023602	0.71895
0.54147	0.42976
0.23509	0.63487
0.798	0.19043
0.12327	0.72324
0.39559	0.31685
0.59746	0.37776
0.3869	0.30826
0.58037	0.39869
0.018825	0.22394
0.52131	0.29632
0.20763	0.78394
0.73624	0.01768
0.4326	0.22268
0.33026	0.10534
0.14258	0.5381
0.28229	0.5771
0.0061485	0.88826
0.82285	0.12526
0.12983	0.62029
0.21385	0.066617
0.040676	0.54745
0.14642	0.26866
0.24922	0.65248
0.49986	0.28924
0.034405	0.40775
0.41959	0.40413
0.67469	0.0069455
0.37258	0.11509
0.51429	0.037481
0.35598	0.15473
0.29584	0.14787
0.92543	0.0095775
0.10291	0.42788
0.3907	0.046487
